URL,family,country/state,salary/pay intent,existing inbound link count,existing crawl depth,reason selected,historical GSC evidence,proposed new link sources,priority tier,inbound after current,inbound change current,depth after current,depth change current
https://aftertaxtool.com/60000-salary-after-tax-texas.html,state annual salary,Texas,state annual salary after tax,23,2,Representative Texas salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-texas.html,Tier 3,24,1,2,0
https://aftertaxtool.com/75000-salary-after-tax-texas.html,state annual salary,Texas,state annual salary after tax,29,2,Representative Texas salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-texas.html,Tier 3,30,1,2,0
https://aftertaxtool.com/80000-salary-after-tax-texas.html,state annual salary,Texas,state annual salary after tax,28,2,Representative Texas salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-texas.html,Tier 3,29,1,2,0
https://aftertaxtool.com/100000-salary-after-tax-texas.html,state annual salary,Texas,state annual salary after tax,31,2,Representative Texas salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-texas.html,Tier 2,34,3,1,-1
https://aftertaxtool.com/100000-after-tax-monthly-texas.html,state monthly salary,Texas,state monthly salary after tax,26,2,Monthly Texas pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-texas.html,Tier 3,27,1,2,0
https://aftertaxtool.com/100000-after-tax-weekly-texas.html,state weekly salary,Texas,state weekly salary after tax,22,3,Weekly Texas pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-texas.html,Tier 3,23,1,2,-1
https://aftertaxtool.com/120000-salary-after-tax-texas.html,state annual salary,Texas,state annual salary after tax,16,2,Representative Texas salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-texas.html,Tier 2,17,1,2,0
https://aftertaxtool.com/150000-salary-after-tax-texas.html,state annual salary,Texas,state annual salary after tax,20,2,Representative Texas salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-texas.html,Tier 2,21,1,2,0
https://aftertaxtool.com/175000-salary-after-tax-texas.html,state annual salary,Texas,state annual salary after tax,11,2,Representative Texas salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-texas.html,Tier 2,12,1,2,0
https://aftertaxtool.com/200000-salary-after-tax-texas.html,state annual salary,Texas,state annual salary after tax,9,2,Representative Texas salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-texas.html,Tier 2,12,3,2,0
https://aftertaxtool.com/200000-after-tax-monthly-texas.html,state monthly salary,Texas,state monthly salary after tax,8,3,Monthly Texas pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-texas.html,Tier 3,9,1,3,0
https://aftertaxtool.com/200000-after-tax-weekly-texas.html,state weekly salary,Texas,state weekly salary after tax,8,3,Weekly Texas pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-texas.html,Tier 3,9,1,3,0
https://aftertaxtool.com/60000-salary-after-tax-florida.html,state annual salary,Florida,state annual salary after tax,20,2,Representative Florida salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-florida.html,Tier 3,21,1,2,0
https://aftertaxtool.com/75000-salary-after-tax-florida.html,state annual salary,Florida,state annual salary after tax,30,2,Representative Florida salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-florida.html,Tier 3,31,1,2,0
https://aftertaxtool.com/80000-salary-after-tax-florida.html,state annual salary,Florida,state annual salary after tax,28,2,Representative Florida salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-florida.html,Tier 3,29,1,2,0
https://aftertaxtool.com/100000-salary-after-tax-florida.html,state annual salary,Florida,state annual salary after tax,32,2,Representative Florida salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-florida.html,Tier 2,34,2,1,-1
https://aftertaxtool.com/100000-after-tax-monthly-florida.html,state monthly salary,Florida,state monthly salary after tax,24,3,Monthly Florida pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-florida.html,Tier 3,25,1,2,-1
https://aftertaxtool.com/100000-after-tax-weekly-florida.html,state weekly salary,Florida,state weekly salary after tax,24,3,Weekly Florida pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-florida.html,Tier 3,25,1,2,-1
https://aftertaxtool.com/120000-salary-after-tax-florida.html,state annual salary,Florida,state annual salary after tax,16,2,Representative Florida salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-florida.html,Tier 2,17,1,2,0
https://aftertaxtool.com/150000-salary-after-tax-florida.html,state annual salary,Florida,state annual salary after tax,15,2,Representative Florida salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-florida.html,Tier 2,17,2,2,0
https://aftertaxtool.com/175000-salary-after-tax-florida.html,state annual salary,Florida,state annual salary after tax,11,2,Representative Florida salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-florida.html,Tier 2,12,1,2,0
https://aftertaxtool.com/200000-salary-after-tax-florida.html,state annual salary,Florida,state annual salary after tax,9,2,Representative Florida salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-florida.html,Tier 2,12,3,2,0
https://aftertaxtool.com/200000-after-tax-monthly-florida.html,state monthly salary,Florida,state monthly salary after tax,8,3,Monthly Florida pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-florida.html,Tier 3,9,1,3,0
https://aftertaxtool.com/200000-after-tax-weekly-florida.html,state weekly salary,Florida,state weekly salary after tax,8,3,Weekly Florida pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-florida.html,Tier 3,9,1,3,0
https://aftertaxtool.com/60000-salary-after-tax-illinois.html,state annual salary,Illinois,state annual salary after tax,21,2,Representative Illinois salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-illinois.html,Tier 3,22,1,2,0
https://aftertaxtool.com/75000-salary-after-tax-illinois.html,state annual salary,Illinois,state annual salary after tax,31,2,Representative Illinois salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-illinois.html,Tier 3,32,1,2,0
https://aftertaxtool.com/80000-salary-after-tax-illinois.html,state annual salary,Illinois,state annual salary after tax,27,2,Representative Illinois salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-illinois.html,Tier 3,28,1,2,0
https://aftertaxtool.com/100000-salary-after-tax-illinois.html,state annual salary,Illinois,state annual salary after tax,32,2,Representative Illinois salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-illinois.html,Tier 2,33,1,2,0
https://aftertaxtool.com/100000-after-tax-monthly-illinois.html,state monthly salary,Illinois,state monthly salary after tax,24,2,Monthly Illinois pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-illinois.html,Tier 3,25,1,2,0
https://aftertaxtool.com/100000-after-tax-weekly-illinois.html,state weekly salary,Illinois,state weekly salary after tax,25,2,Weekly Illinois pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-illinois.html,Tier 3,25,0,2,0
https://aftertaxtool.com/120000-salary-after-tax-illinois.html,state annual salary,Illinois,state annual salary after tax,16,2,Representative Illinois salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-illinois.html,Tier 2,17,1,2,0
https://aftertaxtool.com/150000-salary-after-tax-illinois.html,state annual salary,Illinois,state annual salary after tax,15,2,Representative Illinois salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-illinois.html,Tier 2,17,2,2,0
https://aftertaxtool.com/175000-salary-after-tax-illinois.html,state annual salary,Illinois,state annual salary after tax,11,2,Representative Illinois salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-illinois.html,Tier 2,12,1,2,0
https://aftertaxtool.com/200000-salary-after-tax-illinois.html,state annual salary,Illinois,state annual salary after tax,9,2,Representative Illinois salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-illinois.html,Tier 2,12,3,2,0
https://aftertaxtool.com/200000-after-tax-monthly-illinois.html,state monthly salary,Illinois,state monthly salary after tax,8,3,Monthly Illinois pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-illinois.html,Tier 3,10,2,2,-1
https://aftertaxtool.com/200000-after-tax-weekly-illinois.html,state weekly salary,Illinois,state weekly salary after tax,8,3,Weekly Illinois pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-illinois.html,Tier 3,10,2,2,-1
https://aftertaxtool.com/salary-tax-calculator-uk.html,calculator/support,UK/US,calculator or authority,523,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,523,0,1,0
https://aftertaxtool.com/take-home-pay-uk.html,other,UK/US,calculator or authority,300,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,301,1,1,0
https://aftertaxtool.com/monthly-pay-after-tax-calculator.html,calculator/support,UK/US,calculator or authority,636,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,637,1,1,0
https://aftertaxtool.com/paycheck-deductions-calculator.html,calculator/support,US/UK,calculator or authority,39,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,39,0,1,0
https://aftertaxtool.com/payroll-deduction-calculator.html,calculator/support,UK/US,calculator or authority,29,2,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,29,0,2,0
https://aftertaxtool.com/salary-increase-calculator.html,calculator/support,UK/US,calculator or authority,115,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,115,0,1,0
https://aftertaxtool.com/raise-after-tax-calculator.html,calculator/support,UK/US,calculator or authority,70,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,70,0,1,0
https://aftertaxtool.com/job-offer-calculator.html,calculator/support,UK/US,calculator or authority,115,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,115,0,1,0
https://aftertaxtool.com/compare-salary-after-tax.html,calculator/support,UK/US,calculator or authority,64,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,64,0,1,0
https://aftertaxtool.com/six-figure-salary-after-tax.html,other,UK/US,calculator or authority,82,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,82,0,1,0
https://aftertaxtool.com/high-income-by-state.html,other,UK/US,calculator or authority,100,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,100,0,1,0
https://aftertaxtool.com/high-salary-budgeting.html,other,UK/US,calculator or authority,124,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,124,0,1,0
https://aftertaxtool.com/gross-vs-net-pay.html,authority/support,UK/US,calculator or authority,18472,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,18472,0,1,0
https://aftertaxtool.com/how-take-home-pay-is-calculated.html,other,UK/US,calculator or authority,12724,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,12725,1,1,0
https://aftertaxtool.com/understanding-paycheck-deductions.html,calculator/support,US/UK,calculator or authority,13923,1,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,13924,1,1,0
https://aftertaxtool.com/federal-tax-withholding-explained.html,authority/support,US/UK,calculator or authority,29,2,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,29,0,2,0
https://aftertaxtool.com/national-insurance-explained.html,authority/support,UK/US,calculator or authority,29,2,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,29,0,2,0
https://aftertaxtool.com/student-loan-deductions-explained.html,calculator/support,UK/US,calculator or authority,3,2,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,4,1,2,0
https://aftertaxtool.com/salary-sacrifice-tax-explained.html,authority/support,UK/US,calculator or authority,2,2,High-value calculator or authority page connected to salary/take-home/payroll intent.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html; salary-after-tax-us.html; authority pages,Tier 2,3,1,2,0
